,Unnamed: 0,Application_ID,Python (out of 3),R Programming (out of 3),Deep Learning (out of 3),PHP (out of 3),MySQL (out of 3),HTML (out of 3),CSS (out of 3),JavaScript (out of 3),AJAX (out of 3),Bootstrap (out of 3),MongoDB (out of 3),Node.js (out of 3),ReactJS (out of 3),Other skills
343,343,ML0344,0,1,0,0,0,2,2,2,0,0,0,0,1,"MS-Word, C Programming, CSS, Embedded Systems, HTML, JavaScript, MS-Excel, MS-Office, MS-PowerPoint, ReactJS"
344,344,ML0345,2,2,3,2,2,2,2,2,0,2,0,0,1,"MS-Excel, MS-PowerPoint, MS-Word, Adobe Photoshop, BIG DATA ANALYTICS, Bootstrap, C Programming, C++ Programming, CSS, Data Structures, Database Management System (DBMS), ERP Implementation and Deployment, HTML, Java, JavaScript, Machine Learning, MySQL, PHP, Photography, Python, SQL, Software Testing, Video Editing"
345,345,ML0346,0,0,0,0,0,0,0,0,0,0,0,0,0,"C Programming, C++ Programming, Eclipse (IDE), Java, Android, C#.NET"
346,346,ML0347,0,0,0,0,0,0,0,0,0,0,0,0,0,"C Programming, Java, SQL"
347,347,ML0348,0,2,0,0,0,0,0,0,0,0,0,0,0,0
348,348,ML0349,2,0,0,0,0,0,0,0,0,0,0,2,0,"AngularJS, Java, Node.js, Python"
349,349,ML0350,2,0,1,0,3,3,3,3,0,0,0,0,0,"Algorithms, C Programming, CSS, Data Structures, HTML, Java, JavaScript, Manual Testing, MySQL, Robotics, Android, Hibernate (Java), J2EE, Python"
350,350,ML0351,1,0,0,2,0,0,0,0,0,0,0,0,0,"Java, PHP, Python"
351,351,ML0352,0,0,0,0,0,3,2,2,0,0,0,0,0,"C Programming, C++ Programming, HTML, CSS, Data Structures, Java, JavaScript, SQL, Django"
352,352,ML0353,2,0,0,2,1,0,0,0,0,0,0,0,0,"C Programming, C++ Programming, Java, PHP, Python, MySQL, NoSQL"
353,353,ML0354,1,0,0,0,0,0,0,0,0,0,0,0,0,"C Programming, Android, Java, Python"
354,354,ML0355,2,0,0,0,2,2,2,1,1,1,0,0,0,"SQL, Search Engine Optimization (SEO), UI & UX Design, User Interface (UI) Development, Visual Basic (VB), Adobe Dreamweaver, Amazon Web Services (AWS), C#.NET, CSS, Creative Writing, Eclipse (IDE), English Proficiency (Spoken), English Proficiency (Written), HTML, Hindi Proficiency (Written), JSP, MS SQL Server, MS-Excel, MS-Office, Magento, MySQL, Python, Servlets, Teaching, WordPress, AJAX, ASP.NET, Android, AngularJS, Bootstrap, C++ Programming, Data Structures, Django, Java, JavaScript, Machine Learning, NoSQL, SQLite, XML, jQuery"
355,355,ML0356,0,2,0,2,0,2,2,0,0,0,0,0,0,".NET, Android, C Programming, C#, CSS, HTML, PHP, Java"
356,356,ML0357,1,2,0,1,0,2,2,1,0,0,0,0,0,"C Programming, C++ Programming, CSS, HTML, Java, SQL, J2EE, JavaScript, PHP, Python"
357,357,ML0358,2,3,0,0,0,2,1,0,0,0,0,0,0,"C Programming, HTML, MS-Office, MS-PowerPoint, Python, CSS, Django"
358,358,ML0359,0,1,2,2,2,2,2,2,0,0,0,0,0,"CSS, HTML, JavaScript, Manual Testing, MySQL, PHP, Software Testing"
359,359,ML0360,1,0,2,2,2,3,3,2,0,2,2,2,0,"CSS, HTML, Amazon Web Services (AWS), Android, AngularJS, Bootstrap, C Programming, C++ Programming, GitHub, Internet of Things (IoT), Java, JavaScript, Linux, MS-Excel, Manual Testing, MongoDB, MySQL, NoSQL, Node.js, PHP, SQLite, Software Testing, UI & UX Design, Unix, Machine Learning, Python, jQuery"
360,360,ML0361,0,0,0,0,0,2,1,2,0,0,1,1,1,"HTML, JavaScript, CSS, MongoDB, Node.js, ReactJS"
361,361,ML0362,1,0,0,0,0,0,0,0,0,0,0,0,0,"Android, C Programming, C++ Programming, Java, MS-Office, MS-PowerPoint, Python"
362,362,ML0363,0,2,0,0,0,2,2,0,0,0,0,0,0,"C Programming, CSS, Database Management System (DBMS), HTML, Java, SQL, XML"
363,363,ML0364,1,0,2,0,0,0,0,0,0,0,0,0,0,"Android, Python"
364,364,ML0365,2,3,0,0,2,0,2,2,0,0,0,0,0,"Amazon Web Services (AWS), C Programming, CSS, Data Structures, Database Management System (DBMS), Java, JavaScript, MySQL, Python, AngularJS, Computer Networking, Data Analytics, Linux, R Programming, SAP"
365,365,ML0366,0,0,0,0,0,2,0,0,0,0,0,0,0,"HTML, Java"
366,366,ML0367,2,0,0,0,0,2,2,1,0,0,0,0,0,"CSS, HTML, Python, SQL, JavaScript"
367,367,ML0368,0,0,2,0,0,0,0,0,0,0,0,0,0,"Android, Java"
368,368,ML0369,1,0,2,1,0,1,1,1,0,0,0,0,0,"C Programming, C++ Programming, Android, CSS, Django, HTML, Java, JavaScript, PHP, Python, R Programming"
369,369,ML0370,0,0,0,1,1,1,1,0,0,0,0,0,0,"Android, CSS, HTML, Java, MySQL, PHP"
370,370,ML0371,1,0,0,0,0,2,2,0,0,0,0,0,0,"Algorithms, C Programming, C++ Programming, Data Structures, Android, CSS, Flask, HTML, Java, MATLAB, Python"
371,371,ML0372,0,2,0,1,0,1,1,1,0,0,0,0,0,"C Programming, CSS, HTML, JavaScript, PHP"
372,372,ML0373,0,0,1,0,0,1,1,1,0,0,0,0,0,"Android, CSS, HTML, Java, JavaScript"
373,373,ML0374,0,0,0,0,0,2,2,0,0,2,0,0,0,"Bootstrap, CSS, HTML, Angular 7.0"
374,374,ML0375,2,0,2,0,2,2,2,1,0,2,0,0,0,"Arduino, Bootstrap, CSS, HTML, MySQL, Python, C Programming, Django, JavaScript, jQuery"
375,375,ML0376,0,0,0,0,0,0,0,0,0,0,0,0,0,"Digital Marketing, Video Editing, Adobe Photoshop, Android, Machine Learning"
376,376,ML0377,0,1,0,1,2,1,2,0,0,2,0,0,0,"Bootstrap, CSS, Java, MS-Office, MySQL, C++ Programming, HTML, PHP"
377,377,ML0378,0,0,0,2,0,2,2,2,0,0,0,0,0,"Adobe Photoshop, C Programming, C++ Programming, CSS, Computer Networking, Data Structures, Database Management System (DBMS), HTML, Java, JavaScript, Linux, MS SQL Server, MS-Office, MS-PowerPoint, MS-Word, Microsoft Visual Studio, PHP, SQL, Swing (Java), Visual Basic (VB), Perl"
378,378,ML0379,2,0,0,2,3,3,2,2,0,2,0,2,0,"C Programming, C++ Programming, HTML, MySQL, .NET, Bootstrap, CSS, Data Structures, Java, JavaScript, Node.js, PHP, Python, Visual Basic (VB)"
379,379,ML0380,0,0,2,0,0,0,0,0,0,0,0,0,0,"Adobe Photoshop, Android, Java, MS-Office, 3ds Max"
380,380,ML0381,0,0,0,0,0,0,0,0,0,0,0,0,0,"Accounting, C Programming, Data Structures, VHDL"
381,381,ML0382,2,0,0,3,0,3,2,3,0,0,0,0,0,"Algorithms, C Programming, Data Structures, Database Management System (DBMS), HTML, Java, JavaScript, PHP, SQL, CSS, Python, jQuery"
382,382,ML0383,0,0,0,0,0,2,0,2,0,0,0,0,0,"HTML, Java, JavaScript, ASP.NET, Android, C#.NET"
383,383,ML0384,2,0,0,0,0,0,0,0,0,0,0,0,0,"Java, Python"
384,384,ML0385,1,1,0,0,0,0,0,0,0,0,0,0,0,"C Programming, Java, Python"
385,385,ML0386,0,0,1,0,0,0,0,0,0,0,0,0,0,0
386,386,ML0387,1,1,0,2,2,2,2,2,0,2,0,0,0,"Android, Bootstrap, C Programming, CSS, Database Management System (DBMS), HTML, Java, JavaScript, Linux, MS-Office, MySQL, PHP, React Native, SQL, C++ Programming, GitHub, LARAVEL, MATLAB, Python"
387,387,ML0388,2,1,0,0,0,2,0,0,0,0,0,0,0,"Database Management System (DBMS), HTML, Python, SQL"
388,388,ML0389,2,0,0,2,0,2,2,1,0,0,0,0,0,"CSS, Cloud Computing, HTML, PHP, Python, Android, JavaScript"
389,389,ML0390,1,0,0,0,0,2,2,1,0,0,0,0,0,"CSS, HTML, JavaScript, Python"
390,390,ML0391,2,2,0,0,0,0,0,0,0,0,0,0,0,"Android, C Programming, C++ Programming, Python, User Interface (UI) Development"
391,391,ML0392,2,3,0,2,0,2,2,3,0,0,0,0,0,"C Programming, C++ Programming, JavaScript, CSS, HTML, Java, PHP, Python"
